file,angle
t10/010442429.sdf,73.47321230627244
t10/010442429.sdf,160.8930680765883
t10/010442429_dft.sdf,79.34179496399256
t10/010442429_dft.sdf,162.09259318619183
t10/014597325.sdf,73.71822220996337
t10/014597325_dft.sdf,84.08440793821092
t10/023440332.sdf,183.22305219559203
t10/023440332.sdf,75.42829067651664
t10/023440332.sdf,284.85832327376653
t10/023440332.sdf,183.59030206399936
t10/023440332.sdf,75.98537709919285
t10/023440332.sdf,179.11456500765667
t10/023440332_dft.sdf,183.45159941258922
t10/023440332_dft.sdf,74.39327656300286
t10/023440332_dft.sdf,283.2552975802149
t10/023440332_dft.sdf,181.29384999036557
t10/023440332_dft.sdf,75.54236443408438
t10/023440332_dft.sdf,177.86882052606333
t10/023514586.sdf,70.34794127406519
t10/023514586_dft.sdf,69.61215332134897
t10/062530477.sdf,176.9570767670985
t10/062530477.sdf,71.81719126283951
t10/062530477_dft.sdf,176.85976678735446
t10/062530477_dft.sdf,68.32661218812103
